2021-04-07 23:56:53,"Trade recap:
$SQ 237.5c 💰💰
$NCLH 32c 💰💰💰
$TSLA 710c ⬇️
$BIDU 240c ⬇️
$AMZN 3300c 💰💰💰
$AAPL 127c 💰

Solid day in roo… https://t.co/ISUrH1cqVm"
2021-04-07 23:56:18," @BuzzHoldings: Current holdings &amp; their weights in the $BUZZ ETF as of 4/7

1 Amazon $AMZN 3.15%
2 Apple $AAPL 3.15%
3 Boeing $BA 3.1%
4…"
2021-04-07 23:51:52,"$AMZN #AMZN Amazon, the giant looks ready to crack open the ceiling https://t.co/MlANnkQVqN"
2021-04-07 23:51:19,"$DELL Hits New 52-Week High Of $92.41, A Gain Of Over +156% Since Our Buy-Call!

$amzn $ocgn $arkx $penn #ddtg… https://t.co/z2oL7nIwDx"
2021-04-07 23:50:41,"When stocks are above supply we buy, when they're below supply we sell.

Tonight we discuss the importance of $AAPL… https://t.co/ANE00a0d2C"
2021-04-07 23:50:04," @StocksPilgrim: $XL ✅
$CCL ✅
$AMZN ✅ x 2 different calls 
$SNAP ✅
$EENF ✅ (vindication)
$HYLN ✅
$XFLS ✅
$FB ✅
$SOS ✅
$SQ ✅
$NVDA ✅
$ASTS…"
2021-04-07 23:48:47," @DougKass: $AMZN  @realmoney
A close over $3276 would be quite positive technically for the shares. @jimcramer @tomkeene @SquawkCNBC"
2021-04-07 23:46:50," @cfromhertz: TTG #Market Recap: https://t.co/9VSLxceRDB

- choppy day with weak breadth, FAANMG stocks outperformed $AAPL $GOOG $FB $AMZ…"
2021-04-07 23:45:31,"$FB

Has Facebook proven to be an innovative tech company, like $GOOG $MSFT $AAPL $AMZN, enough to make their VR &amp;… https://t.co/2x5RaLp6Uf"
2021-04-07 23:43:17,"Beautiful

$spy $psfe $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $nvda $googl $shop $f $tdoc… https://t.co/mfaUqXLOsg"
